3888.6	0.06831086	HeI
4471.5	0.24662882	HeI
4713.1	0.06831086	HeI
4921.9	0.12420156	HeI
5015.7	0.41163945	HeI
5944.8	0.41163945	NeI(1)
6143.1	0.7762598	NeI(1)
6266.5	0.46753016	NeI(5)
6334.4	0.8108588	NeI(1)
6506.5	0.9279631	NeI(3)
6598.9	0.44623846	NeI(6)
6929.5	0.81352025	NeI(6)
7032.4	1.4815472	NeI(1)
7173.9	0.25195172	NeI(6)
7281.3	0.74432224	HeI
7438.9	0.24662882	NeI
