#wave trans
1100	0.028477205
1099.5	0.028361825
1099	0.028177153
1098.5	0.028111847
1098	0.028041651
1097.5	0.028007859
1097	0.028024537
1096.5	0.028040819
1096	0.028020307
1095.5	0.028029235
1095	0.028050996
1094.5	0.027979244
1094	0.027967891
1093.5	0.027809927
1093	0.027595522
1092.5	0.02742359
1092	0.027163001
1091.5	0.026809977
1091	0.02646146
1090.5	0.026152112
1090	0.0257309
1089.5	0.0253537
1089	0.024855012
1088.5	0.024539826
1088	0.024090961
1087.5	0.023743659
1087	0.023401292
1086.5	0.023130178
1086	0.022903686
1085.5	0.022700084
1085	0.022582415
1084.5	0.022443186
1084	0.022436269
1083.5	0.022431619
1083	0.022526141
1082.5	0.022594906
1082	0.022688424
1081.5	0.022729395
1081	0.022810135
1080.5	0.022914469
1080	0.023048894
1079.5	0.023119712
1079	0.023157425
1078.5	0.023148164
1078	0.023197792
1077.5	0.023145495
1077	0.022991642
1076.5	0.022893582
1076	0.022744164
1075.5	0.022504345
1075	0.022243829
1074.5	0.022030508
1074	0.021699075
1073.5	0.021401012
1073	0.021193622
1072.5	0.020916441
1072	0.020733442
1071.5	0.020623876
1071	0.020661581
1070.5	0.020640716
1070	0.020708134
1069.5	0.020841751
1069	0.020896977
1068.5	0.02110477
1068	0.02126405
1067.5	0.02144821
1067	0.021603392
1066.5	0.02174264
1066	0.021917028
1065.5	0.022006087
1065	0.022138154
1064.5	0.022184605
1064	0.022174539
1063.5	0.022250405
1063	0.022142941
1062.5	0.022055859
1062	0.022053901
1061.5	0.021895966
1061	0.021746861
1060.5	0.021501083
1060	0.02133075
1059.5	0.021078793
1059	0.02102129
1058.5	0.020807059
1058	0.020685948
1057.5	0.020553138
1057	0.020516064
1056.5	0.020449193
1056	0.020422824
1055.5	0.020441489
1055	0.020525284
1054.5	0.020594722
1054	0.020674713
1053.5	0.020832738
1053	0.020938218
1052.5	0.021025779
1052	0.021100931
1051.5	0.021141497
1051	0.021162193
1050.5	0.021197852
1050	0.021071788
1049.5	0.020982908
1049	0.020913724
1048.5	0.020724349
1048	0.020506028
1047.5	0.020273184
1047	0.020066068
1046.5	0.019828739
1046	0.019591603
1045.5	0.019450733
1045	0.019303517
1044.5	0.019081002
1044	0.018912308
1043.5	0.018830378
1043	0.018631987
1042.5	0.018514715
1042	0.01836866
1041.5	0.018305322
1041	0.018247005
1040.5	0.018265523
1040	0.018244807
1039.5	0.018281715
1039	0.018216437
1038.5	0.018254252
1038	0.018240055
1037.5	0.018130729
1037	0.018100403
1036.5	0.017985025
1036	0.017937984
1035.5	0.017824834
1035	0.017785953
1034.5	0.017596209
1034	0.017506447
1033.5	0.017441291
1033	0.017325608
1032.5	0.017223869
1032	0.017145127
1031.5	0.017054962
1031	0.016955385
1030.5	0.01687767
1030	0.016765822
1029.5	0.016714616
1029	0.016639339
1028.5	0.016566984
1028	0.016546436
1027.5	0.016513519
1027	0.016575623
1026.5	0.016630327
1026	0.016699029
1025.5	0.016738605
1025	0.016785551
1024.5	0.016861573
1024	0.016900633
1023.5	0.016951321
1023	0.017042415
1022.5	0.017073881
1022	0.017074538
1021.5	0.01713811
1021	0.017060397
1020.5	0.017023936
1020	0.017018899
1019.5	0.017030593
1019	0.016971929
1018.5	0.016996803
1018	0.016886285
1017.5	0.01693964
1017	0.016953209
1016.5	0.01688592
1016	0.01687956
1015.5	0.016909357
1015	0.016884863
1014.5	0.016873945
1014	0.016886532
1013.5	0.01688966
1013	0.016893979
1012.5	0.01690275
1012	0.016970197
1011.5	0.017002352
1011	0.016952073
1010.5	0.016973743
1010	0.016897036
1009.5	0.016777016
1009	0.016638767
1008.5	0.01659165
1008	0.016351407
1007.5	0.0162171
1007	0.016089298
1006.5	0.015872773
1006	0.015724722
1005.5	0.015559482
1005	0.015350835
1004.5	0.01517779
1004	0.014980567
1003.5	0.01478405
1003	0.014614774
1002.5	0.014400694
1002	0.014201115
1001.5	0.014080003
1001	0.013950715
1000.5	0.013771338
1000	0.013730398
999.5	0.013651368
999	0.013626255
998.5	0.013539074
998	0.013535022
997.5	0.013491832
997	0.013393433
996.5	0.013300579
996	0.013257495
995.5	0.01319227
995	0.013124535
994.5	0.013026915
994	0.012949903
993.5	0.012879084
993	0.012826938
992.5	0.012749288
992	0.012691896
991.5	0.012592736
991	0.012561029
990.5	0.012427746
990	0.012384704
989.5	0.012347284
989	0.012327473
988.5	0.012415055
988	0.012497322
987.5	0.012505018
987	0.012605528
986.5	0.012735666
986	0.012771676
985.5	0.012797197
985	0.012852445
984.5	0.012930622
984	0.013002053
983.5	0.013007896
983	0.013044629
982.5	0.013065327
982	0.013078845
981.5	0.013098224
981	0.013133473
980.5	0.013183215
980	0.013183152
979.5	0.013163582
979	0.013124635
978.5	0.013056286
978	0.012941157
977.5	0.012919138
977	0.012810668
976.5	0.012695326
976	0.012580647
975.5	0.01242478
975	0.012257271
974.5	0.012027513
974	0.011798204
973.5	0.011551775
973	0.011271758
972.5	0.011015291
972	0.010764818
971.5	0.010427396
971	0.010148458
970.5	0.009854911
970	0.009576545
969.5	0.009189758
969	0.00898067
968.5	0.008637234
968	0.008296992
967.5	0.00795725
967	0.007661204
966.5	0.007282469
966	0.006997756
965.5	0.006699712
965	0.00638974
964.5	0.006093808
964	0.005857389
963.5	0.005580759
963	0.005318163
962.5	0.005100978
962	0.004837922
961.5	0.004584724
961	0.004302267
960.5	0.004037733
960	0.003785862
959.5	0.003527732
959	0.00327283
958.5	0.003014848
958	0.002772793
957.5	0.002496015
957	0.002274487
956.5	0.001973297
956	0.00171645
955.5	0.0014947
955	0.001253789
954.5	0.001063272
954	0.000943899
953.5	0.000821206
953	0.000772673
952.5	0.000751914
952	0.000691703
951.5	0.00065234
951	0.000657542
950.5	0.000692368
950	0.000643497
949.5	0.000660198
949	0.000616595
948.5	0.00062493
948	0.000573094
947.5	0.000629167
947	0.000591511
946.5	0.000598542
946	0.000605689
